24800	00150
24803	04130
24807	04020 04080
24808	04020 04080
24811	02010 04612 05340
24812	02010 04612 05340
24813	00271 00350 00360 00400 00950
24816	04020 04080
24817	04950
24826	05320
24827	04012 05200 05211 05212 05214 05215 05223
24828	05322
24829	05322
24831	04080
24832	04670
24834	00240 00983
24835	04010 04060 04210 04350 04620 04640 04650 04660 04664 04920 04930 04940 05010 05014 05310 05322 05330 05332
24842	04010 04110 04115 04210 04310 05014 05016 05200 05210 05212 05213 05214 05215 05216 05217 05218 05219 05220 05222 05223
24848	00380
24849	00010 00051 00562
24855	04115 04150 04910
24860	03320 05016
24861	00040 00053 00150 00500 00830 00860 00980 00982 00983
24862	00040 00053 00150 00500 00830 00860 00980 00982 00983
24874	04120 05200 05211
24875	04080
24881	04310 04340 04916 05200 05217
24882	04310 04340 04916 05200 05217
24884	04520 04530
24886	00590
24887	04115 04210 05014 05016 05200 05210
24888	04210 04630 05014 05200 05212 05220 05222
24889	04020 04080
24891	02010
24894	00232 00830 00982 00983
24895	00232 00830 00982 00983
24896	04020 04540 04730 04742 04912 04916
24898	05012
24902	00150 00920
24903	04610
24918	04012 04630 05200 05220 05221
24922	04080
24923	04130
24925	04020 04080 04540
24929	04020 04080
24930	04514 04612 04640 04660 05340
24931	04514 04612 04640 04660 05340
24932	04514 04612 04640 04660 05340
24934	04650
24936	04640
24938	04020 04080
24946	04610
24947	04080
24950	00120 00150 05215
24953	04080
24954	04520 04910 04930
24957	00251 00550 00910
24959	00010
24962	00260 00271 00272 00450 00910
24963	04010 04612
24967	03050
24968	03050
24973	04514 04612 04940 05320 05330 05332
24974	04514 04612 04940 05320 05330 05332
24977	04514 04612 04940 05320 05330 05332
24984	04514 04612 04940 05310 05320 05322 05330 05332
24986	04514 04612 04940 05310 05320 05322 05330 05332
24988	04514 04612 04940 05320 05330 05332
24994	04514 04612 04940 05320 05330 05332
25007	04020 04080
25008	04060 04612 04940
25009	00290 00970
25011	00590 00591 00830 00980 00982
25012	04130
25014	00071 00072 00280 00310 00380 00620 00632 00640 00650
25019	03450
25021	04514 04640 04670 04810
25022	04010 04810 05200 05215
25023	04010 04012 04020 04070 04310 04370 04510 04530 04540 04650 04662 04670 04720 04730 04912 04916 05200 05214 05223
25024	04080
25028	00230
25029	04080
25031	00562 04020 04070 04310 04540 04720 04730 04912 04916 05010 05016
25033	04080
25035	00530
25041	04020 04080
25044	00260 00272
25045	03320
25047	04664 05310
25048	04610
25050	04020 04720
25051	04080
25052	04080
25053	00982
25054	04010
25055	00120 00561
25058	00010 00051 00052 00500 00530
25059	00010 00051 00052 00500 00530
25060	00010 00051 00052 00500 00530
25062	00564
25066	04514
25069	04060
25075	04080
25081	03320
25083	04080
25084	04060 04630 04640
25085	00350 05012
25086	00590 00591 00980 00982
25094	04916 05200 05218
25095	00230
25096	00564 00565 04912
25097	00564 00565 04912
25099	04950
25100	04950
25104	00020 00252 00620
25107	04020 04080
25108	04080
25109	04640
25110	04612 04650 05332
25111	04080 04810
25112	04010 04110 04115
25114	04010 04810
25116	00140 00150
25117	00140 00150
25118	04510 04512 04640 04810
25120	00380
25122	04742
25124	04620 04630 05200 05212
25125	04630 04920 05200 05212 05221
25126	04012 04630 05200 05220 05221
25130	04130
25134	00260
25139	04910 04920 04930
25145	04640
25146	00140
25150	04360 04510 04520 04650 04660 04664
25153	04080 04614
25155	04650 04662 04664
25156	04510 04650 04660 04662 04664 04670 04810
25163	04110 04115 05200 05212 05214 05218 05219 05220 05223
25164	04110 04350 05200 05222
25166	05014
25176	04020 05012 05016
25179	00020
25186	04360
25187	04020 04080 04540
25193	04110 04115 04310 04510 04630
25194	04912
25195	04020 04080
25196	04350
25197	00510
25202	00230 04540 04730
25203	04110 04115
25205	04060 04630
25206	00230 04540 04730
25216	04512 04514
25217	04612
25229	04020 04080 04810
25231	04950
25233	04010 04012 04150 04210 04370 04510 04530 04620 04630 04660 04662 04664 04910 04920 05200 05210 05211 05212 05213 05214 05215 05218 05220 05221 05222 05223
25235	04060 04080 04630
25237	04060 04350
25242	05200 05211
25243	05200 05211
25244	00280
25245	04020 04080 04610 04810
25248	04080
25249	00130
25250	00190 05010 05012 05016
25256	00982
25257	00260 00330
25258	04514
25259	04512 04640
25260	00480 00980 00982
25261	04350
25262	04020 04070 04540 04720 04730 04912 05010 05016
25264	04080
25265	04080
25266	04010 04060 04510 04540 04810 05200 05211 05214 05215 05218
25267	04010 04020 04060 04510 04540 04810 05200 05210 05214 05215 05218
25268	04610
25270	02010
25271	03320 04920 05200 05216 05222 05223
25272	04010 04012 04310 04510 04620 04664 04910 04912 04920 04930 05200 05210 05212
25273	04340 05200 05217
25278	00190 05010 05012 05016
25280	00601 00603 00604
25282	00190 05010 05012 05016
25283	00480
252833	04350
252834	04350
252835	04350
252853	04130
252857	04670
252859	04020 04080
25287	00071 03320
252878	04060
25288	00071 03320 04920
252881	04530
252887	04740
25289	00230 04540 04742 04912 04916
252898	03320
252899	00053 00562
25290	00590 00591
252900	00561 00830
252917	04710
252931	00361 00591 00830 00980 00982 00983
252934	00190 05010 05012 05016
252942	04530
25296	04340 04350 05200 05217
252963	04060 04630
25297	04010
252971	04120 04630 04910 04930
25300	04650 04660
25302	04020
25303	02010
25304	04350 04510 04512
25309	04115 04210 05010 05012 05014 05016 05200 05210 05222
25310	04115 04210 05010 05012 05014 05016 05200 05210 05222
25311	04360 05200 05210
25313	04010 04012 04060 04510 04540 04810 05200 05212 05213 05214 05215 05218 05219 05223
25315	00980
25316	04664 05310
25317	04010 04810 05200 05218
25319	00860
25321	04080
25322	00150
25323	04080
25324	04020 04080
25325	04060 04630 04660 05310 05320 05322 05330
25326	04630 05340
25329	04080 04912
25330	04910
25331	00271 00450
25334	04950
25335	04310
25336	04612
25337	04612
25340	04080
25341	04060
25342	04020 04080
25343	04740
25347	03010
25348	03010
25351	04930 04950
25353	04510 04512 04620
25354	04080
25355	00150 00920
25356	04514
25360	04080 05320
25361	04514 04670
25363	00071
25364	04742
25366	04060 04350
25368	00230
25369	04020 04080
25370	04080
25372	04740
25374	00860
25375	00010 00340 00350 00360 00980 00982
25378	04060 04350
25383	00791
25385	04010 04060 04210 04650 04940 05200 05320 05330 05332
25387	04010
25388	04010 04740
25391	04020 05010
25398	04010 04020 04730 04742 04930
25399	04010
25400	04012 04020 04310 04720 04740 04912 04916 05214
25402	04010 04115 04210 04650 05010 05012 05014 05016 05200 05210
25404	04510
25405	04115
25406	04512 04640
25407	04610 04640
25408	04514 04620 04940 05320 05322 05330 05332
25412	04510 04512
25413	00071 03320
25414	04510 04670 04810
25416	04360
25426	00380 00980
25427	00100
25428	00120 03320
25432	04080
25433	04012 04912
25438	00010
25439	04020 04080 04610 04810
25440	03320
25443	04010 04810 05200 05218
25444	04010 04810 05200 05218
25445	04310
25447	04080 04912
25449	04080
25450	04080
25451	04080
25455	00790
25456	04080
25458	00480
25459	03410
25460	04512
25461	04020 04080
25464	04514 04650 04670
25466	04060 04210
25467	04910 04920 04930
25473	04510 04512 05200 05222
25477	04020 04080
25482	04010 04530 04810
25488	00190 05010 05012 05016
25489	04120
25493	04210 04620 04660 04662 04920 05200 05215 05220 05222
25495	04350
25496	04330
25505	04020 04080
25509	04950
25511	00260 00564
25513	04012 04070 04150 04210 04370 04510 04620 04630 04650 04660 04662 04664 04670 04810 04910 04930 05200 05210 05211 05212 05213 05214 05215 05218 05220 05221 05222 05223
25514	00564
25515	04110
25520	04910 04920
25522	04530 04910 04930
25523	04540 04730 04740
25526	00590
25527	00590
25534	05014
25537	04310 04350 04360 04510 04670 04810
25541	03320
25542	04060 04620
25544	04514
25549	05012
25554	04520
25555	04080
25559	02010 04930
25560	02010
25567	04510 04512
25570	04020 04080
25572	04060
25573	04120
25576	04110
25577	04110
25578	04110
25579	04010
25581	03050
25584	04610
25585	04350
25586	00361 00790
25587	04350
25589	04060 04370 04510
25591	03410
25592	04512
25593	04080
25594	04510 04720 04810 04910
25596	00510
25597	04010
25598	03320
25599	04612
25601	04080
25605	04080
25608	04060 04080 04630 04920
25610	04060 04630 04640
25611	00220 00330
25612	00252 00910
25614	04012 04360 04370 04510 04670 04810 05200 05222
25615	04512 04514
25617	04612
25618	00071 00280
25619	04610
25621	04662
25622	04630 04650 04670 04920 05211 05220
25623	00500 04910
25624	04130
25625	04010 04060 04210 04920 05010 05014
25627	04614
25629	03320
25630	00010 00230 00620 04910 04930
25631	04110 04310 04350 04520 05200 05210 05212 05220
25634	00010 00052 00500 04910 04920
25635	04080
25636	04010 04020 04210 04310 04340 04540 04720 04740 04742 04910 04912 04916
25637	04020 04080
25638	00230
25640	04950
25642	00361 00591 00830 00980 00982 00983
25643	04360 04530 04540 04670 04730 04916
25644	04340 04350
25645	04020 04080
25647	04060 04630 04640
25649	03320
25651	04514
25652	04020 04080
25653	04080 05320
25654	04510 04512
25659	00051
25660	04514 04660 04940 05320 05322 05330 05332
25661	04510 04512 04810 05200 05222
25663	04010 04060 04210 04640
25664	03320 05016 05200 05216
25666	00561 00564 04070
25668	00760 04020 04640
25669	04940
25670	04060 04630
25671	04350
25674	04080
25675	00100
25676	04010 04360
25679	04020 04070 04540 04720 04730 04742 04912 05010
25682	03320 04310 05200 05221
25686	04360 04530 04540 04670 04730 04916
25689	04020 04080
25692	04610
25693	05012
25697	04612
25698	00220 00252 00330
25699	00350
25700	05010
25702	00561
25704	04060 04630 04640
25706	04020 04080
25707	04060 04630
25709	00860
25710	04640 04660 05340
25711	00230 04540 04730
25712	03050 04060 04140 04350 04630 04650 04660 04940 05322 05330 05332
25713	04510 04512 04514 04810
25717	04010 04110 04350 05200 05210 05211 05212 05220
25718	04510 04520 04730 05200 05210 05214 05215 05218
25721	00251 00252 00272 00330 00350 00360 00400 00950
25724	04510 04512 04810
25725	04210 04910
25726	04080
25728	05010
25729	04110 04115 05200 05215 05222
25730	04010
25732	00361 00740
25735	04950
25736	04742
25737	03030 03410 03420 03430 04110
25738	00562 04012 04020 04070 04370 04650 04660 04664 04670 05200 05214 05223
25739	00500 04910
25740	04730
25741	00010 00030 00051 00052 04910
25745	04530 04810
25746	04060 04630
25747	03320 04920
25748	00260 00860
25750	00220 00260 00340 00350 00360 00380 00982
25752	04514
25756	00071 03320 04920
25757	00071 03320 04920
257645	04510 04512 04810
257648	04010 04020 04742 04930
259171	03450 05340
259233	00480 00590
260319	04080
260320	04610
260430	04080
26192	00190 05010 05012 05016
26193	00190 05012
26194	00190 05012
26195	00190 05010 05012 05016
26196	00190 05010 05012 05016
26197	00190 05010 05012 05016
26198	00190 05010 05012 05016
26199	00190 05012
26200	00190 05012
26201	00190 05012
26202	00190 05012
26203	00190 05012
26204	00190 05010 05012 05016
26295	00512
266603	00010 00340 00350 00360 00980 00982
266604	00590
266608	04310 04916 05200 05210 05217
266610	04210 04620 05010 05200
266674	00071 00590 00830 03320
266682	00361 00591 00830 00980 00982 00983
266684	00982
266685	00040 00053 00150 00500 00830 00860 00980 00982 00983
266686	00830
266689	00590
266705	04730
266708	04080
266713	03420
266715	04310 04916 05200 05210 05217
266758	03060
266759	04612
266770	00120
266975	00260 00970
26759	01040
26954	04150 04910
26955	04520 04530 04670
26956	00240
26962	03010
27139	03010
282581	04310 04916 05200 05210 05217
282582	04310 04340 04916 05200 05217
282636	00562 04070
282832	04060
282839	04080
28298	03010
286896	00600
286904	00590
286905	00590
286913	04740
286924	04742
286928	04810
286936	00440 00564
286953	00590 00830 00980 00982
286954	00040 00053 00150 00500 00830 00860 00980 00982 00983
286959	04740
286960	04080
286962	00190 05010 05012 05016
286963	00982
286970	02010
286974	00532
286976	00512
286993	04010
287000	04740
287001	04740
287002	04740
287003	04742
287034	04060
